1530,Sun State Vending,Altamonte Springs,FL,32701,1026 Miller Dr,Seminole,(407) 221-8628,N/A, ,,,11,1321758,Automatic Merchandising Machine Operators,,
1531,Charles Music Co,Orlando,FL,32804,2410 N Rio Grande Ave,Orange,(407) 295-1181,(407) 295-1183,Charles Piantieri,Owner,Male,11,1321758,Automatic Merchandising Machine Operators,,
1532,Cavender Vending Co,Leesburg,FL,34748,1737 Shore Line Dr,Lake,(352) 267-0291,N/A,Tina Cavender,President,Female,11,1321758,Automatic Merchandising Machine Operators,,
1533,Florida Fresh Vending,Orlando,FL,32811,4651 36th St,Orange,(407) 839-3943,N/A, ,,,11,1321758,Automatic Merchandising Machine Operators,,
1534,Hylton & Associate,Apopka,FL,32703,9176 Overland Rd,Seminole,(321) 303-2862,N/A,Rohan Hylton,President,Male,11,1321758,Automatic Merchandising Machine Operators,,
1535,Betson Florida,Orlando,FL,32837,9550 Satellite Blvd Ste 100,Orange,(407) 851-9269,N/A, ,,,11,1321758,Automatic Merchandising Machine Operators,,
1536,L & H Snacks By Lester Steele,Longwood,FL,32750,134 Shomate Dr,Seminole,(407) 834-1498,N/A,Lester Steele,Owner,Male,11,1321758,Automatic Merchandising Machine Operators,,
1537,New Enterprises Inc,Orlando,FL,32819,8004 Palm Lake Dr,Orange,(407) 226-9950,N/A,Brenda Owen,President,Female,11,1321758,Automatic Merchandising Machine Operators,,
1538,Triple D Inc,Orlando,FL,32805,1021 W Pine St,Orange,(407) 580-9568,N/A,Dean Watson,Owner,Male,11,1321758,Automatic Merchandising Machine Operators,,
1539,Central Music & Vending of Pasco,Pasco,WA,99301,2525 W Hopkins St,Franklin,(509) 545-9672,(509) 582-4287,Jeff Exhmlean,Manager,Male,11,1321758,Automatic Merchandising Machine Operators,,
1540,Feed Green Canteen LLC,Longwood,FL,32750,107 Palm Springs Dr,Seminole,(407) 637-2623,N/A,Matt Watson,Manager,Male,11,1321758,Automatic Merchandising Machine Operators,,
1541,Mary Dees,Orlando,FL,32804,4353 Edgewater Dr Ste 700,Orange,(407) 295-6334,N/A, ,,,11,1321758,Automatic Merchandising Machine Operators,,
1542,Horizon Snacks,Casselberry,FL,32707,111 Gull Ct,Seminole,(407) 310-6957,N/A, ,,,11,1321758,Automatic Merchandising Machine Operators,,
1543,Coinstar,Oviedo,FL,32765,2839 Clayton Crossing Way,Seminole,N/A,N/A, ,,,11,1321758,Automatic Merchandising Machine Operators,,
1544,Imperial Vending,Fort Smith,AR,72908,6400 Jenny Lind Rd,Sebastian,(479) 646-1312,N/A,Karen Wright,Manager,Female,16,1321634,Business Management,,
1545,Canteen Vending,La Feria,TX,78559,401 James Richard Closner Dr Unit B,Cameron,(956) 797-5710,N/A,Robert Ontiveros,Manager,Male,13,1321340,Automatic Merchandising Machine Operators,,
1546,Save A Kid,Fresno,CA,93720,2185 E Ticonderoga Dr,Fresno,(559) 313-7929,N/A,Terry Avitia,Principal,Unknown,11,1320407,Automatic Merchandising Machine Operators,,
1547,J P Vending Service,Fresno,CA,93720,9161 N Woodrow Ct,Fresno,(559) 892-9951,N/A, ,,,11,1320407,Automatic Merchandising Machine Operators,,
1548,Wilson's Vending Service,Fresno,CA,93706,2075 S Tupman Ave,Fresno,(559) 906-0898,N/A,Billy Wilson,Owner,Male,11,1320407,Automatic Merchandising Machine Operators,,
1549,Coinstar,Fresno,CA,93727,4979 E University Ave,Fresno,N/A,N/A, ,,,11,1320407,Automatic Merchandising Machine Operators,,
1550,Artos Vending,Fresno,CA,93711,6753 N Pleasant Ave,Fresno,(559) 221-8953,N/A, ,,,11,1320407,Automatic Merchandising Machine Operators,,
1551,Quarter Time Distr Inc,Middleton,WI,53562,2211 Parview Rd,Dane,(608) 850-4282,N/A, ,,,11,1319056,Automatic Merchandising Machine Operators,,
1552,G M Vending,Bakersfield,CA,93311,10903 Prairie Stone Pl,Kern,(661) 805-7094,N/A, ,,,11,1319056,Automatic Merchandising Machine Operators,,
1553,Vanz Vending,Bakersfield,CA,93309,7850 White Ln Ste E,Kern,(661) 203-6087,N/A,Vanessa Wofford,Owner,Female,11,1319056,Automatic Merchandising Machine Operators,,
1554,S & L Vending,Lodi,WI,53555,N2390 Smokey Hollow Rd,Columbia,(608) 635-8540,N/A,Stephen Saager,Owner,Male,11,1319056,Automatic Merchandising Machine Operators,,
1555,General Vending Co Inc,Cottage Grove,WI,53527,2764 Us Highway 12 And 18,Dane,(608) 839-4797,N/A, ,,,11,1319056,Automatic Merchandising Machine Operators,,
1556,J & L Vending,Sun Prairie,WI,53590,868 Progress Way,Dane,(608) 219-1557,N/A,Daniel Powers,Owner,Male,11,1319056,Automatic Merchandising Machine Operators,,
1557,B'N D Video Vending,Bakersfield,CA,93309,3686 Ming Ave,Kern,(661) 834-6104,N/A, ,,,11,1319056,Automatic Merchandising Machine Operators,,
1558,A Sweet Time Vending,Bakersfield,CA,93312,11404 Jimrik Ave,Kern,(661) 703-1704,N/A,Pamela Walker,Principal,Female,11,1319056,Automatic Merchandising Machine Operators,,
1559,Pacific West Vending Inc,Ridgecrest,CA,93555,608 S Gold Canyon St,Kern,(760) 375-8665,N/A,Glenn Hill,Principal,Male,11,1319056,Automatic Merchandising Machine Operators,,
1560,Cl Swanson Corporation,Madison,WI,53718,4009 Felland Rd Ste 109,Dane,(608) 630-8577,N/A, ,,,11,1319056,Automatic Merchandising Machine Operators,,
1561,American Vending Co,Maple Shade,NJ,8052,375 Cutler Ave,Burlington,(856) 779-7115,N/A,John Gee,Owner,Male,10,1317890,Automatic Merchandising Machine Operators,,
1562,Midlantic Vending Corporation,Moorestown,NJ,8057,101 Commerce Dr,Burlington,(856) 813-2300,N/A,Ken Schwartz,Manager,Male,10,1317890,Automatic Merchandising Machine Operators,,
1563,Abba Vending Co Inc,Greenville,SC,29609,2 Victor St,Greenville,(864) 239-6990,N/A,David Donald,Owner,Male,12,1317104,Automatic Merchandising Machine Operators,,
1564,D & D Vending,Utica,MI,48316,53502 Beechwood Dr,Macomb,(586) 677-0371,N/A,Darla Bartley,Owner,Female,11,1316220,Automatic Merchandising Machine Operators,,
1565,R & J Vending,Westland,MI,48186,377 Surrey Hts,Wayne,(734) 595-1101,N/A,Ronald Judd,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1566,Mccauley Inc,Sterling Heights,MI,48314,43746 Merrill Rd,Macomb,(586) 323-3574,N/A,Ed McCauley,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1567,Satellite Vending Co,Westland,MI,48185,1020 N Wayne Rd,Wayne,(734) 464-0036,N/A, ,,,11,1316220,Automatic Merchandising Machine Operators,,
1568,First Vending Partners LLC,Walled Lake,MI,48390,1869 Best Dr,Oakland,(248) 960-0400,N/A,Howard Rubin,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1569,Nu-Way Vending,Waterford,MI,48328,4357 Highland Rd,Oakland,(248) 738-5600,N/A,Steven Palaian,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1570,Clinton Grove Granite Works,Clinton Township,MI,48036,38140 Moravian Dr,Macomb,(586) 468-6992,N/A,Dave Schroll,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1571,Yes-Siskiyou Opportunity Center,Yreka,CA,96097,1217 S Main St Ste D,Siskiyou,(530) 842-4110,N/A,Luis Sanchez,Manager,Unknown,11,1316220,Automatic Merchandising Machine Operators,,
1572,Shaws Vending Services,Novi,MI,48377,46892 West Rd Ste 111,Oakland,(248) 669-0940,N/A,Marilyn Shaw,Owner,Female,11,1316220,Automatic Merchandising Machine Operators,,
1573,Choice Convenience Service,Ferndale,MI,48220,1250 W Saratoga St,Oakland,(248) 417-0393,N/A,John Webb,Manager,Male,11,1316220,Automatic Merchandising Machine Operators,,
1574,Blackbird Vending,Birmingham,MI,48009,567 Purdy St,Oakland,(248) 642-3177,N/A,William Blackwell,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1575,R & A Enterprises,Nevada City,CA,95959,12807 Madrone Forest Dr,Nevada,(530) 273-1243,N/A, ,,,11,1316220,Automatic Merchandising Machine Operators,,
1576,Touch N Buy Great Lakes,Redford,MI,48240,25075 W 6 Mile Rd,Wayne,(313) 537-3879,N/A, ,,,11,1316220,Automatic Merchandising Machine Operators,,
1577,M J Vending Lc,Plymouth,MI,48170,41145 Greenbrook Ln,Wayne,(734) 709-7438,N/A,Jason Cassar,Manager,Male,11,1316220,Automatic Merchandising Machine Operators,,
1578,Amerivend Corporation,Royal Oak,MI,48073,29350 Woodward Ave Apt 212,Oakland,(248) 548-5572,N/A,Valerie Bell,Manager,Female,11,1316220,Automatic Merchandising Machine Operators,,
1579,G & B Vending Co,Northville,MI,48168,44938 Broadmoor Cir S,Wayne,(248) 449-4009,N/A, ,,,11,1316220,Automatic Merchandising Machine Operators,,
1580,J W Vending Service,Canton,MI,48187,46670 Camelia Dr,Wayne,(734) 459-2412,N/A,James Weak,Owner,Male,11,1316220,Automatic Merchandising Machine Operators,,
1581,Fiores Spare Change Vending,New Baltimore,MI,48047,28736 Wales Dr,Macomb,(586) 615-1891,N/A,Vito Fiore,Manager,Male,11,1316220,Automatic Merchandising Machine Operators,,
1582,All Star Services Inc,Novi,MI,48375,22795 Heslip Dr,Oakland,(248) 344-4041,N/A, ,,,11,1316220,Automatic Merchandising Machine Operators,,
1583,Sweet Street,Bloomfield Hills,MI,48301,6665 Colby Ln,Oakland,(248) 626-8411,N/A,Cheryl Schmitke,Owner,Female,11,1316220,Automatic Merchandising Machine Operators,,
1584,Nu-Way Automatic Vending,Fair Haven,MI,48023,8015 Dixie Hwy,Saint Clair,(586) 716-0770,N/A, ,,,11,1316220,Automatic Merchandising Machine Operators,,
1585,Seven Day Vending,Tucson,AZ,85714,850 E Ohio St Ste 14,Pima,(520) 889-7870,N/A,Richard Royer,Owner,Male,11,1313383,Automatic Merchandising Machine Operators,,
1586,Tucson Tom's Co,Tucson,AZ,85710,7650 E Broadway Blvd Ste 108,Pima,(520) 887-0155,N/A, ,,,11,1313383,Automatic Merchandising Machine Operators,,
1587,H & A Vending,Rochester,NY,14615,2245 Dewey Ave,Monroe,(585) 663-5752,N/A,Theodore Herr,Owner,Male,11,1311897,Automatic Merchandising Machine Operators,,
1588,Main Vending Co,Rochester,NY,14606,1848 Lyell Ave,Monroe,(585) 546-5463,N/A,Jerry Sellitto,Owner,Male,11,1311897,Automatic Merchandising Machine Operators,,
1589,Mr V's Vending,Rochester,NY,14617,840 Rock Beach Rd,Monroe,(585) 350-5539,N/A,Jeannine Roemer,Manager,Female,11,1311897,Automatic Merchandising Machine Operators,,
1590,Fallon,Rochester,NY,14606,2070 Lyell Ave Ste 200,Monroe,(585) 254-1626,N/A, ,,,11,1311897,Automatic Merchandising Machine Operators,,
1591,Avi Food Systems Inc,Rochester,NY,14613,110 Lagrange Ave,Monroe,(585) 719-9622,N/A, ,,,11,1311897,Automatic Merchandising Machine Operators,,
1592,Kirtland Services & Vending,Kirtland AFB,NM,87117,20170 E Kirtland Afb,Bernalillo,(505) 256-1892,N/A, ,,,11,1310411,Automatic Merchandising Machine Operators,,
1593,Tom's Vending,Albuquerque,NM,87110,6100 Indian School Rd Ne,Bernalillo,(505) 417-7276,N/A,Frank Akers,President,Male,11,1310411,Automatic Merchandising Machine Operators,,
1594,Fitzgerald Brothers Vending,Glens Falls,NY,12801,160 Dix Ave,Warren,(518) 793-3431,N/A,William Fitzgerald,Chief Executive Officer,Male,11,1310411,Automatic Merchandising Machine Operators,,
1595,Galaxy Star Vending,Albuquerque,NM,87106,2103 Cornell Dr Se,Bernalillo,(505) 306-6260,N/A, ,,,11,1310411,Automatic Merchandising Machine Operators,,
1596,Sandia Vending,Albuquerque,NM,87106,1301 Yale Blvd Se,Bernalillo,(505) 242-0102,(505) 344-5762,James Fasanella,Owner,Male,11,1310411,Automatic Merchandising Machine Operators,,
1597,Elite Distributing Administration,Albuquerque,NM,87109,6105 Coronado Ave Ne Ste D,Bernalillo,(505) 797-1702,N/A,Ken Henson,Owner,Male,11,1310411,Automatic Merchandising Machine Operators,,
1598,F B Vending Services,Albuquerque,NM,87110,2517 Quincy St Ne Ste B,Bernalillo,(505) 880-8363,N/A,Doug Abbott,Owner,Male,11,1310411,Automatic Merchandising Machine Operators,,
1599,D & G Coffee Service,Toledo,OH,43612,6051 Telegraph Rd Ste 24,Lucas,(419) 476-2202,N/A,John Kusner,Owner,Male,12,1309883,Automatic Merchandising Machine Operators,,
1600,J&J Vending,Carson City,NV,89703,2209 Michael Dr,Carson City,(775) 473-1521,N/A,Paul Meacham,Owner,Male,11,1309060,Automatic Merchandising Machine Operators,,
1601,Midwest Refreshments,Dayton,OH,45414,7035 N Dixie Dr,Montgomery,(937) 890-7898,(937) 890-8299,Christine Meckstroth,Owner,Female,8,1308397,Retail Stores,,
1602,Unique Food & Vending Services,Whitestone,NY,11357,15119 Powells Cove Blvd,Queens,(888) 420-8787,N/A, ,,,9,1306678,Automatic Merchandising Machine Operators,,
1603,J A A Vending Co,West New York,NJ,7093,6005 Adams St,Hudson,(201) 662-7311,(201) 662-0557,Michael Baldino,Owner,Male,9,1306678,Automatic Merchandising Machine Operators,,
1604,Star Mountain Vapor,El Paso,TX,79936,1700 N Zaragoza Rd Ste 102,El Paso,(915) 240-8313,N/A, ,,,8,1306655,Electronic Cigarette Stores,,
1605,Schmidt Vending,Topeka,KS,66608,1911 Nw Lower Silver Lake Rd,Shawnee,(785) 354-7397,(785) 232-3964,Charles Schmidt,Manager,Male,12,1306199,Automatic Merchandising Machine Operators,,
1606,Valley Vending,Lewiston,ID,83501,3230 8th St,Nez Perce,(208) 743-2764,N/A,Phil Ross,President,Male,8,1304912,Retail Stores,,
1607,Stanford Vending,Lockport,IL,60441,707 N State St,Will,(815) 838-5461,N/A,William Stanford,Owner,Male,10,1304013,Automatic Merchandising Machine Operators,,
1608,Nolan Distributing Inc,Palos Park,IL,60464,8914 W 123rd St,Cook,(708) 923-6800,N/A, ,,,10,1304013,Automatic Merchandising Machine Operators,,
1609,Central Mississippi Monument Co,Carthage,MS,39051,522 Highway 16 E,Leake,(601) 267-3500,N/A,J Davidson,Owner,Unknown,9,1303696,Retail Stores,,
1610,Central Mississippi Vending Inc,Carthage,MS,39051,318 E Main St,Leake,(601) 267-7306,N/A,Tony Lathem,Owner,Male,9,1303696,Retail Stores,,
1611,S & D Vending,Easthampton,MA,1027,2 Adams St,Hampshire,(413) 527-3222,N/A, ,,,11,1301766,Automatic Merchandising Machine Operators,,
1612,R J Amusements,Ludlow,MA,1056,1002 East St,Hampden,(413) 547-6136,N/A, ,,,11,1301766,Automatic Merchandising Machine Operators,,
1613,B & S Entertainment,West Springfield,MA,1089,380 Union St,Hampden,(413) 736-1414,N/A, ,,,11,1301766,Automatic Merchandising Machine Operators,,
1614,R J Amusement,Holyoke,MA,1040,100 Pine St,Hampden,(413) 575-7299,N/A,Marc Hebert,Owner,Male,11,1301766,Automatic Merchandising Machine Operators,,
1615,Fun Stop Amusement,Indian Orchard,MA,1151,35 Front St,Hampden,(413) 363-2227,N/A, ,,,11,1301766,Automatic Merchandising Machine Operators,,
1616,Denmark Amusements,Enola,PA,17025,6445 Wertzville Rd,Cumberland,(717) 728-9936,N/A, ,,,11,1298929,Automatic Merchandising Machine Operators,,
1617,Suzy Q's Kettle Corn,Bend,OR,97707,16924 Jacinto Rd,Deschutes,(541) 593-4484,N/A, ,,,11,1298929,Automatic Merchandising Machine Operators,,
1618,Vacationland Vendors,Steamboat Springs,CO,80487,1280 13th St,Routt,(970) 879-8346,N/A,Lindsey Lambek,Owner,Unknown,11,1298929,Automatic Merchandising Machine Operators,,
1619,A-1 Vending Inc,Carlisle,PA,17013,122 Beech St,Cumberland,(717) 258-6941,N/A,Duff Manweiler,Owner,Male,11,1298929,Automatic Merchandising Machine Operators,,
1620,Trend Vending Inc,Hummelstown,PA,17036,120 W 2nd St,Dauphin,(717) 566-3616,(717) 944-5655,Gary Garver,Owner,Male,11,1298929,Automatic Merchandising Machine Operators,,
1621,Alpine Vending & Video Inc,Frisco,CO,80443,307 E Main St,Summit,(970) 668-3577,(970) 949-3272,Dan Sunday,Owner,Male,11,1298929,Automatic Merchandising Machine Operators,,
1622,Dr Dessert Vending,Harrisburg,PA,17111,3143 Sycamore St,Dauphin,(717) 564-8305,N/A,Michael Anderson,Owner,Male,11,1298929,Automatic Merchandising Machine Operators,,
1623,Central Penn Vending,Harrisburg,PA,17110,1618 Galen Rd,Dauphin,(717) 254-3712,N/A, ,,,11,1298929,Automatic Merchandising Machine Operators,,
1624,Valley Vending,Eckert,CO,81418,22104 Orchard Grove Rd,Delta,(970) 835-3008,N/A, ,,,11,1298929,Automatic Merchandising Machine Operators,,
1625,Choice Vending Enterprise Inc,Midlothian,VA,23114,1305 Cedar Crossing Trl,Chesterfield,(804) 794-0801,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1626,Royal Vending,Richmond,VA,23237,5030 Cedarbend Ln,Chesterfield,(804) 778-7262,N/A,George Bediako,Owner,Male,11,1297443,Automatic Merchandising Machine Operators,,
1627,Atlas Music Corporation,North Adams,MA,1247,232 Ashland St,Berkshire,(413) 664-9406,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1628,Matco Vending,North Adams,MA,1247,505 W Main St,Berkshire,(413) 662-2812,N/A,Lou Matney,Owner,Unknown,11,1297443,Automatic Merchandising Machine Operators,,
1629,Virginia Custom Building & Play Centers,Ashland,VA,23005,11501 Washington Hwy,Hanover,(804) 798-3616,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1630,Royal Vending Service,Kenner,LA,70062,2331 Tifton St Ste D,Jefferson,(504) 469-3997,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1631,Pace Vending Co,Pittsfield,MA,1201,38 Pleasant St,Berkshire,(413) 442-7724,N/A,Dick Rotkowski,Owner,Male,11,1297443,Automatic Merchandising Machine Operators,,
1632,Royal Vending Service,Kenner,LA,70062,2644 Delaware Ave,Jefferson,(504) 469-3997,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1633,Rainbow Services Inc,New Orleans,LA,70123,701 Edwards Ave,Jefferson,(504) 736-4060,N/A,Wayne Baquet,Executive Officer,Male,11,1297443,Automatic Merchandising Machine Operators,,
1634,Phil's Vending,Violet,LA,70092,2120 Riverbend Dr,Saint Bernard,(504) 682-5865,N/A,Philip Acosta,Owner,Male,11,1297443,Automatic Merchandising Machine Operators,,
1635,Technical Paths LLC,New Orleans,LA,70123,5413 Powell St Ste A,Jefferson,(504) 736-5252,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1636,Desormeau Vending Corp,Adams,MA,1220,243 1/2 Columbia St,Berkshire,(800) 562-0129,N/A, ,,,11,1297443,Automatic Merchandising Machine Operators,,
1637,Lake City Vending,Guntersville,AL,35976,5521 Georgia Mountain Rd,Marshall,(256) 505-0905,N/A,Philip Lacey,Owner,Male,9,1296509,Retail Stores,,
1638,Morning Start Services,Fort Washington,PA,19034,1140 Virginia Dr,Montgomery,(215) 643-6431,N/A,Heather Radcliff,Manager,Female,16,1296426,Beverage Stores,,
1639,Jacksonville Jukebox,Jacksonville,FL,32210,5114 Eulace Rd,Duval,(904) 573-3855,N/A,Ralph Johnson,Owner,Male,11,1295958,Automatic Merchandising Machine Operators,,
1640,Seashore Vending,Jacksonville Beach,FL,32250,604 3rd St N,Duval,(904) 246-6256,N/A, ,,,11,1295958,Automatic Merchandising Machine Operators,,
1641,P & L Vending,Jacksonville,FL,32223,12745 Ginger Dr,Duval,(904) 469-8363,N/A,Philip Freo,Manager,Male,11,1295958,Automatic Merchandising Machine Operators,,
1642,Calhoun Vending Co,Jacksonville,FL,32256,8231 Shady Grove Ct,Duval,(904) 642-6306,N/A,David Calhoun,President,Male,11,1295958,Automatic Merchandising Machine Operators,,
1643,Number One Vending,Jacksonville,FL,32216,8955 Beach Blvd,Duval,(904) 765-6969,N/A,George McCombs,Owner,Male,11,1295958,Automatic Merchandising Machine Operators,,
1644,Lisern Enterprise,Sandy Hook,CT,6482,57 Lakeview Ter,Fairfield,(203) 426-9079,N/A,John Greto,Owner,Male,9,1295515,Automatic Merchandising Machine Operators,,
1645,Pagoda Vending Service Inc,Reading,PA,19604,814 Clover St,Berks,(610) 372-6847,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1646,Brother Jukebox,Fleetwood,PA,19522,35 E Cedar St,Berks,(610) 944-9403,N/A,Carl Moyer,Owner,Male,11,1294472,Automatic Merchandising Machine Operators,,
1647,K & M Vending,Reading,PA,19606,31 Lowell Dr,Berks,(610) 689-0896,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1648,Connelly Vending,Hereford,PA,18056,64 Star Rd,Berks,(215) 679-7462,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1649,American Game Room LLC,Fleetwood,PA,19522,111 Lake Rd,Berks,(610) 944-5159,N/A,Amy Moyer,Owner,Female,11,1294472,Automatic Merchandising Machine Operators,,
1650,Good Treats Vending,Salem,OR,97303,2066 Kinglet Way Ne,Marion,(503) 390-1889,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1651,Snyders of Hanover South,North Charleston,SC,29418,7206 Peppermill Pkwy,Charleston,(843) 207-8080,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1652,Coastal Industries,Summerville,SC,29483,178 Hitching Post Ln,Dorchester,(843) 873-8268,N/A,Joel Bense,Owner,Male,11,1294472,Automatic Merchandising Machine Operators,,
1653,Coastal Mediation,Summerville,SC,29483,300 N Cedar St,Dorchester,(843) 405-1489,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1654,Cherry City Compassion,Salem,OR,97302,2025 25th St Se,Marion,(971) 273-7607,N/A, ,,,11,1294472,Automatic Merchandising Machine Operators,,
1655,Henry Adams Amusement Co,Temple,TX,76504,1317 S 1st St,Bell,(254) 778-4211,N/A,Jerry Adams,Manager,Male,2,1293995,Durable Goods Wholesale,,
1656,Gonzalez Fried Products,Dallas,TX,75208,1610 Fort Worth Ave,Dallas,(214) 748-8225,(214) 748-8208,Luis Gonzalez,Owner,Unknown,17,1293640,"Candy, Nut, & Confectionery Stores",,
1657,Labb Vending,Ellensburg,WA,98926,110 W 6th Ave,Kittitas,(509) 962-5222,N/A, ,,,11,1292986,Automatic Merchandising Machine Operators,,
1658,Snow Valley Distributing,Port Angeles,WA,98362,311 S Valley St,Clallam,(360) 457-3383,N/A, ,,,11,1292986,Automatic Merchandising Machine Operators,,
1659,Eastern Cascade Distributing,Omak,WA,98841,302 Omak Ave,Okanogan,(800) 288-5298,N/A, ,,,11,1292986,Automatic Merchandising Machine Operators,,
1660,1-800-Vending,Kaysville,UT,84037,1284 Flint Meadow Dr Ste A,Davis,(801) 593-0084,N/A, ,,,11,1292986,Automatic Merchandising Machine Operators,,
1661,Mckeevers Full Line Vending,Watertown,SD,57201,2637 15th Ave Se,Codington,(605) 886-7677,(605) 886-1972,Daren McKeever,President,Male,13,1292286,Automatic Merchandising Machine Operators,,
1662,Aurora Refreshments,Dublin,CA,94568,6978 Sierra Ct,Alameda,(925) 828-4520,N/A,Khoi Nguyen,Owner,Male,9,1291647,Automatic Merchandising Machine Operators,,
1663,Dykstra Kiddie Rides,Merced,CA,95340,50 E 15th St,Merced,(559) 664-9445,N/A,Don Dykstra,Owner,Male,11,1291635,Automatic Merchandising Machine Operators,,
1664,Dollar & Cents,York,PA,17403,2812 Wyngate Dr,York,(717) 741-4052,N/A,Thomas Grindell,Owner,Male,11,1291635,Automatic Merchandising Machine Operators,,
1665,C & S Vending,Port Saint Lucie,FL,34952,14 E Caribbean,Saint Lucie,(772) 398-6249,N/A,Cathy Passerello,Owner,Female,11,1291635,Automatic Merchandising Machine Operators,,
1666,J & Y Vending,Port Saint Lucie,FL,34986,5259 Nw South Lovett Cir,Saint Lucie,(772) 446-2155,N/A,Jamie McNair,Principal,Unknown,11,1291635,Automatic Merchandising Machine Operators,,
1667,Iha Vending LLC,Fort Walton Beach,FL,32547,1311 Lewis Turner Blvd,Okaloosa,(904) 241-7535,N/A, ,,,11,1291635,Automatic Merchandising Machine Operators,,
1668,Vending Service Specialist,Stuart,FL,34994,215 Sw Federal Hwy,Martin,(772) 468-1227,N/A, ,,,11,1291635,Automatic Merchandising Machine Operators,,
1669,Coinstar,Niceville,FL,32578,4512 E Highway 20,Okaloosa,(800) 928-2274,N/A, ,,,11,1291635,Automatic Merchandising Machine Operators,,
1670,Go Snacks Inc,Port Saint Lucie,FL,34983,1262 Sw Biltmore St,Saint Lucie,(772) 621-4667,N/A, ,,,11,1291635,Automatic Merchandising Machine Operators,,
1671,Office Refreshments,Edmond,OK,73034,3709 Amberfield Dr,Oklahoma,(405) 340-8255,N/A,Randy Williams,Owner,Unknown,5,1291514,Liquor Stores,,
1672,Alcohol Breathalyzers For Fun,Spokane,WA,99208,5329 W Navaho Ave,Spokane,(509) 768-0103,N/A, ,,,11,1290149,Automatic Merchandising Machine Operators,,
1673,Compass Group Canteen,Mc Bee,SC,29101,25589 Hwy 1,Chesterfield,(843) 335-5505,N/A, ,,,13,1290051,Automatic Merchandising Machine Operators,,
1674,P & D Games,Lock Haven,PA,17745,17 N Pine St,Clinton,(570) 748-8637,N/A,Du Kunes,Owner,Male,11,1290017,"Hobby, Toy, & Game Stores",,
1675,J&J Locators International,Fort Lauderdale,FL,33312,3325 Griffin Rd,Broward,(754) 422-0418,N/A,Jaffery Hamidani,President,Male,10,1288663,Automatic Merchandising Machine Operators,,
1676,DRD Vending,Garner,NC,27529,109 Forest Landing Dr,Wake,(919) 779-4515,N/A,Donna Oakley,Owner,Female,11,1288663,Automatic Merchandising Machine Operators,,
1677,Food Express,Knightdale,NC,27545,861 Old Knight Rd,Wake,(919) 713-0011,N/A, ,,,11,1288663,Automatic Merchandising Machine Operators,,
1678,Food Express,Raleigh,NC,27615,3125 Gresham Lake Rd Ste 111,Wake,(919) 713-0011,N/A, ,,,11,1288663,Automatic Merchandising Machine Operators,,
1679,Yavapai Vending Co,Prescott,AZ,86303,124 S Granite St,Yavapai,(928) 445-1400,N/A, ,,,11,1288663,Automatic Merchandising Machine Operators,,
1680,Mark's Vending,Visalia,CA,93277,1839 S Bollinger St,Tulare,(559) 901-8423,N/A,Mark Pryor,Owner,Male,11,1288663,Automatic Merchandising Machine Operators,,
1681,Be Better Vending LLC,Fuquay Varina,NC,27526,4821 Cypress Ford Dr,Wake,(919) 374-0669,N/A,Tina Woodall,Manager,Female,11,1288663,Automatic Merchandising Machine Operators,,
1682,Carolina/Virginia Dairy Association,Morrisville,NC,27560,2501 Aerial Center Pkwy Ste 103,Wake,(919) 459-2076,N/A,Stevie Hughes,Executive Officer,Female,11,1288663,Automatic Merchandising Machine Operators,,
1683,Mile High Vending,Dewey,AZ,86327,9135 E Newtown Ave,Yavapai,(928) 632-7208,N/A,Debbie Dogue,Owner,Female,11,1288663,Automatic Merchandising Machine Operators,,
1684,Nc Vendors,Apex,NC,27502,441 W Williams St,Wake,(919) 267-6031,N/A, ,,,11,1288663,Automatic Merchandising Machine Operators,,
1685,Brad-Whit Management Inc,Cary,NC,27513,8130 Chapel Hill Rd,Wake,(919) 749-4174,N/A, ,,,11,1288663,Automatic Merchandising Machine Operators,,
1686,Joy Enterprises,Port Orange,FL,32127,4018 Cardinal Blvd,Volusia,(386) 756-0640,N/A, ,,,11,1287177,Automatic Merchandising Machine Operators,,
1687,Daytona Vending,Port Orange,FL,32127,4186 Dairy Ct,Volusia,(386) 322-6848,N/A, ,,,11,1287177,Automatic Merchandising Machine Operators,,
